"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","ah5Ghc 2","ah5Ghc 3"
"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/RM+Pagi+Sore+Basuki+Rahmat/data=!4m7!3m6!1s0x2e3b742cca3761f7:0xff007eba9a7056dd!8m2!3d-2.956622!4d104.7446143!16s%2Fg%2F1ptzy26ch!19sChIJ92E3yix0Oy4R3VZwmrp-AP8?authuser=0&hl=id&rclk=1","RM Pagi Sore Basuki Rahmat","4,5","(3.129)","·","$$","Padang","·","Jl. Jend. Basuki Rachmat No.43","Restoran dengan ruang AC dan non-AC","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHhPi95KN1h8DsmOiLw_O9rSkY1nbGjjonov2iRWwifFXVgXXDGVWheFYLQQGmz3wKv-g3mu4R8BpBnqlNb305gSCNd49z5jvYfWgoS3MkFwpTgbejCZOqzP8WPzdW0rbppVmxz=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rendangnya enak ,pedasnya mantap ,itu aja soalnya cuman suka rendang""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB0enkyNmNoGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Pagi+Sore+RSMH/data=!4m7!3m6!1s0x2e3b75d9ded9b245:0xf9b95b8ba8166f82!8m2!3d-2.966776!4d104.7482239!16s%2Fg%2F11c6g2zz31!19sChIJRbLZ3tl1Oy4Rgm8WqItbufk?authuser=0&hl=id&rclk=1","Pagi Sore RSMH","4,6","(4.029)","·","$$","Padang","·","·","Jl. Jend. Sudirman No.3008","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5mAaa6rldVO_tnBocF3gYVX6Oxphz1sMtkuru2EfiJCPfz7FEQOlARIvG_gyKNe0S95AbpTAxWDzyLzJclzHU1wR9BNVkTaGVza7fFspesXcdWbHGTQhqhWDe4ChXvlnDp00LEg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""​Menu Nasi Rendangnya tetap konsisten dengan kualitas rasa yang autentik.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNmcyenozMRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Masakan+Padang+Murah+Meriah/data=!4m7!3m6!1s0x2e3b75e0f5cf8d2b:0xb50fd2e52edce038!8m2!3d-2.9843074!4d104.7442587!16s%2Fg%2F1hm1vg2_1!19sChIJK43P9eB1Oy4ROODcLuXSD7U?authuser=0&hl=id&rclk=1","Rumah Makan Masakan Padang Murah Meriah","4,4","(679)","·","Rp 25–50 rb","Padang","·","Jl. Kapten A. Rivai No.220","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEwO7FQX5ctOTJwBQhxUumr2-d1IAzH_hlQZUtmlFaH6SvQFcgf_9QHXK__eAtmh1qJdbw01Xm-XM0MofNpowyg6hr0-JEMjRdXn4pFTnJX8inhB_MSDK5g2GqE1hv9oFnnkFwDFQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMXZnMl8xGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Rumah makan Padang","yang enak, dan beneran murah 😁👌🏻"""
"https://www.google.com/maps/place/Restoran+Sederhana+Sudirman-Cinde/data=!4m7!3m6!1s0x2e3b7443d3afbc1f:0x218c2f308656fd5!8m2!3d-2.9817447!4d104.7565866!16s%2Fg%2F1hm3_wssp!19sChIJH7yv00N0Oy4R1W9lCPPCGAI?authuser=0&hl=id&rclk=1","Restoran Sederhana Sudirman-Cinde","4,6","(2.114)","·","Rp 25–50 rb","Padang","·","·","Jl. Jend. Sudirman No.19-22","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEt9_N0L3FWaXca67cBNTNN5p955bbVxp-_krBgijWaYf2iRT5o6QbESwr9WadzcV5pvVUIUAisUOO9P0qdY0ZUVpq5L9MogX5XSy-lNpOLjbjaWvlbUaJ4B2fH-RHPBV7t-MuB=w204-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pesan nasi rendang 5, harga @ 35.000.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtM193c3NwGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Pagi+Sore+%28depan+RS+Charitas%29/data=!4m7!3m6!1s0x2e3b760ad0840347:0x2e0fefb4ea649b4a!8m2!3d-2.9769892!4d104.7543316!16s%2Fg%2F11b6b75zms!19sChIJRwOE0Ap2Oy4RSptk6rTvDy4?authuser=0&hl=id&rclk=1","Pagi Sore (depan RS Charitas)","4,6","(3.508)","·","$$","Padang","·","Jl. Jend. Sudirman No.96D","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSlEL4qEyYqG4KoBaa9uQB809lQMhLdqni5RNwrw1UxPeBREXTMWJ3-2vVmxJ9QuNj6tY-zw2FVD_Dh5nGcsjxiJN5n08gwCBPOi_0bqgR2R_VHXuS-cdPdQxVulQBz_hlwDsB=w115-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi rames nya juga disiram 3 kuah, kuah gulai, kuah opor, kuah rendang.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmI3NXptcxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Restoran+Sederhana+Basuki+Rahmat,+Simpang+Polda+Palembang/data=!4m7!3m6!1s0x2e3b75cda2f36edf:0x68a447822ff5cf24!8m2!3d-2.9597009!4d104.7389768!16s%2Fg%2F1hm506yqq!19sChIJ327zos11Oy4RJM_1L4JHpGg?authuser=0&hl=id&rclk=1","Restoran Sederhana Basuki Rahmat, Simpang Polda Palembang","4,6","(2.085)","·","Rp 25–50 rb","Padang","·","Jl. Jend. Basuki Rachmat No.1","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGtwIBvbwIx194McNOfp_Ldc3p_5kQEIBYOoLQuvW12GAG1sIIkIXT5r7_ErdezXETj8FTRAJsxqoRiRYrHDcb33o2f-eyyGu-D13Q5BCM6So3LOUvu_D-JnbWpWD4rpOuJgsygDA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNTA2eXFxGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Rumah Makan Padang","terenak di Palembang dengan menu sangat bervariatif."""
"https://www.google.com/maps/place/RUMAH+MAKAN+PAGI+SORE+PALEMBANG/data=!4m7!3m6!1s0x2e3b9df4481eb88b:0x2e8fd45d35b0facd!8m2!3d-3.000806!4d104.7676883!16s%2Fg%2F1ptyfvchb!19sChIJi7geSPSdOy4RzfqwNV3Ujy4?authuser=0&hl=id&rclk=1","RUMAH MAKAN PAGI SORE PALEMBANG","4,5","(1.788)","·","Rp 25–50 rb","Padang","·","Jl. Jenderal Ahmad Yani No.285B","Resto santai yang menyajikan menu lokal","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEs2JyRnYFUs9Sy8WhlCnGfbwgH9Y1d-qW4gYMDGSv5kbT4C08hDYk2ywMODioBV_j22DiTpRHNnTg5FZP85LZUkStNAARTf-CxIRSj5hm4vzs8sx_UabRQdI04GiRjdC12TIygow=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak terutama rendang dagingnya""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMXB0eWZ2Y2hiGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Raya/data=!4m7!3m6!1s0x2e3b75f235590f4b:0xb31e165aecb77a4!8m2!3d-2.9888386!4d104.7331244!16s%2Fg%2F1hm5d8pgp!19sChIJSw9ZNfJ1Oy4RpHfLrmXhMQs?authuser=0&hl=id&rclk=1","Rumah Makan Padang Raya","4,4","(251)","·","Rp 1–25.000","Padang","·","·","Jl. Srijaya Negara No.151","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEqFJ1yVst7bpy9cBDo-HVMVGAXJil0Yls4qOwzdG0pUuVetayFsZEbCvTgg0TWKlhpu7Hfiyf0Tw6rxtl26x_949U6iXwG_W1OA4k4Y5yeowVoIrulAeqP3u_dBGjq68xghljeKA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enakk banget nasi bungkus ayam goreng dan ayam bakarnya""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNWQ4cGdwGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Restoran+Sederhana+Demang/data=!4m7!3m6!1s0x2e3b75bfa62b1f7f:0xab0165ef0521d369!8m2!3d-2.9742791!4d104.7266267!16s%2Fg%2F1pzvk2g56!19sChIJfx8rpr91Oy4RadMhBe9lAas?authuser=0&hl=id&rclk=1","Restoran Sederhana Demang","4,6","(2.130)","·","Rp 25–50 rb","Padang","·","Jl. Demang Lebar Daun Kelurahan No.130A","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL3PhLHU3GxA_NCyqMR1dnCUnSro5Tv0i0nEiNA-F_Um_pscWvOs6YRfKkTdw9qv4nj0CV1IQ5s6OTwXEdAkr8uzfjQsCZdCu83NXc-yjnV4KcZkRaJOm0RuK9_nOt02PnwmJmgA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bersih dan rapi, makanan standar","","","","","rumah makan Padang",""""
"https://www.google.com/maps/place/Rumah+Makan+Palapa+Jaya+Raya/data=!4m7!3m6!1s0x2e3b747afe5f78d3:0xbf9f59db18b1f63!8m2!3d-2.9262346!4d104.7145575!16s%2Fg%2F1hm30xkzn!19sChIJ03hf_np0Oy4RYx-LsZ31-Qs?authuser=0&hl=id&rclk=1","Rumah Makan Palapa Jaya Raya","4,5","(1.197)","·","Rp 1–25.000","Padang","·","·","Jl. Kolonel Haji Burlian Km. 9 No. 190","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAENn0lzne1s-l8s1sU7GvalF1rbhLz0B33IV7VHvPHAeQvPCqAIkMssVsHYLyTCXabWfu1C79EggmpKk6D5pPZPaO1u_Rdq1gD7zXK8QCH7sfLwcKiyOrDyHarTqFnMGRT8NhjdBQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah, nasi rendang plus paru hanya Rp33 ribu.""","","","","","",""
"https://www.google.com/maps/place/Restoran+Sederhana+Masakan+Padang/data=!4m7!3m6!1s0x2e3b747ba5b1bb69:0x555f8db55854c7b2!8m2!3d-2.9255226!4d104.7130487!16s%2Fg%2F11b7b3k923!19sChIJabuxpXt0Oy4RssdUWLWNX1U?authuser=0&hl=id&rclk=1","Restoran Sederhana Masakan Padang","4,4","(744)","·","Rp 25–50 rb","Padang","·","·","3PF7+Q6V","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE00zPtIU3mcR9SpLdN6f27Kk75ecHdU6O1KtGCOjg1nOHCMSu9zFjY_UQLLsRDYh7SAxlAV3ECfjLY-vFZYvpsCaXjeeCD6TGW1sLDPWM_zrg_nUg0tBSnSL8ztvcFx6O9JHmHog=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiN2IzazkyMxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","padang","nya biasa aja"""
"https://www.google.com/maps/place/RM+Kejora+Indah/data=!4m7!3m6!1s0x2e3b747b00a881c3:0x66d40f4da3fb2b21!8m2!3d-2.9392509!4d104.7213605!16s%2Fg%2F1hm1v4bhf!19sChIJw4GoAHt0Oy4RISv7o00P1GY?authuser=0&hl=id&rclk=1","RM Kejora Indah","4,6","(973)","·","Rp 1–25.000","Padang","·","11, Jl. Kolonel H. Barlian","","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHP7zbpPwsdmBn2ykcQIEXmHSY98FHZtdKWtOY4ov377JRcla3DeWQTFAsKzWXtakvyhcjxh-FdQZ-s7n1kaSYapceyr18IhfO-ovb-QEkxfdpT5Su2XabgU5DlRYuZTyL3izK_4A=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak nasi rendangnya, nasinya banyak, daging nya lumayana, kuahnya banyak""","","","","","",""
"https://www.google.com/maps/place/Restoran+Sederhana+Polygon/data=!4m7!3m6!1s0x2e3b9e24183888e5:0xdb5c1caa910dc7dc!8m2!3d-3.0016273!4d104.7217359!16s%2Fg%2F11cjwc2w0p!19sChIJ5Yg4GCSeOy4R3McNkaocXNs?authuser=0&hl=id&rclk=1","Restoran Sederhana Polygon","4,4","(985)","·","Rp 25–50 rb","Padang","·","·","Jl. Letjen H. Alamsyah Ratu Perwiranegara No.119","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFYhXBF6f-vXAON3gLoTBg_hekNylstEJJyLQ0J2wgBtD24K_A2YvPu1kULUn-9uJrAhiU007i0YA6UyPpdZjDgTZ3P6JiAcgq-CQf_A2OqPn2NA6fXKOe8YRd7jYo4hqNz1Sd2=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak seperti masakan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjandjMncwcBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Padang","di"
"https://www.google.com/maps/place/Rumah+Makan+Singkarak+Raya+03/data=!4m7!3m6!1s0x54505421e2a760f:0x4c86590d86311457!8m2!3d-2.952563!4d104.698708!16s%2Fg%2F11b7gdl60f!19sChIJD3YqHkIFRQURVxQxhg1Zhkw?authuser=0&hl=id&rclk=1","Rumah Makan Singkarak Raya 03","4,3","(1.059)","·","Rp 25–50 rb","Padang","·","Jl. Soekarno Hatta No.99","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMz1UjVCatb91D4-LjFpFX_5eSHQu5IZJE1ECzwIHfjzYgtN_4Nc_LgjuEvZdRQhUbhASPKTnm-lrVMIhX3D1XG6pj-Bpklz0XC_KYGuW26QxYdjIlxCRPFlelMWd56dwEYCCQpQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rendangnya enak, sayur kolnya juga, sambel ijonya agak kurang""","","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+Palapa+Permai/data=!4m7!3m6!1s0x2e3b7652a635c975:0x8b528ffcac06bdcf!8m2!3d-2.965715!4d104.7977354!16s%2Fg%2F1hm4mkzs5!19sChIJdck1plJ2Oy4Rz70GrPyPUos?authuser=0&hl=id&rclk=1","Rumah Makan Palapa Permai","4,5","(1.398)","·","Rp 1–25.000","Padang","·","·","2QMX+P39, Jl. R. E. Martadinata","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG80HEjyZ08mgoocCw7OmjnIbyRlW2c3_C-Y3kjZYTZIspGu8jmeb-DUox34i0ANBjnQTx7-lGIvT1CyYcwIZd-fpM_HKsXt1IyGpDWn95Ua4oG_ds1fVB5zxg4ZhrDopexftf1=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap rasanya terasa rendangnya bikin nendang...wowo""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNG1renM1GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Restoran+Sederhana+Masakan+Padang/data=!4m7!3m6!1s0x5451001f0624ba9:0x1f66086a3b15dbd9!8m2!3d-2.9331673!4d104.7696202!16s%2Fg%2F11b7h5h5mk!19sChIJqUti8AEQRQUR2dsVO2oIZh8?authuser=0&hl=id&rclk=1","Restoran Sederhana Masakan Padang","4,5","(1.514)","·","Rp 25–50 rb","Padang","·","·","Jl. MP. Mangkunegara No.95-97","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmzadaz0-ZICjRE3KyT2frNLM5xaPhm_9z2zkuWiMcuAeu3QwDNYG_XtHjb868PsydUTbK87FbdLrJ5_8r14Pa4tK5FqHM9tjlklXId6iWW3BeSbSvrYFqQNk0-h6cIWecIG8=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pepes ikan nila dan bumbu ala","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiN2g1aDVtaxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","padang","mantab sekali"""
"https://www.google.com/maps/place/RM+Palapa+Raya/data=!4m7!3m6!1s0x2e3b75d745885ed1:0x82c1846e83bf982d!8m2!3d-2.966022!4d104.7468958!16s%2Fg%2F1hm2qpq_t!19sChIJ0V6IRdd1Oy4RLZi_g26EwYI?authuser=0&hl=id&rclk=1","RM Palapa Raya","4,4","(219)","","","Padang","·","·","KM. 3 No. 953, Jl. Jend. Sudirman No.954","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEug522gxdYplIxJuFxNakaxUSrB75ATFI4SAUUF857jhML3zUMd1AnU7LY6v68SVsKXskSo051dvlOIm88CY9ZWgynV6iCYwQzwpSkw-jRbrpNc9193F-8jdutppliBDV3CKM=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, bumbunya pas dmulut""","","","","","",""
"https://www.google.com/maps/place/LITTLE+PADANG+RESTO+CABANG+DEMANG/data=!4m7!3m6!1s0x2e3b75f0c0d6cc23:0x76153dffa3b23a68!8m2!3d-2.9746328!4d104.7272301!16s%2Fg%2F11thfn1_xb!19sChIJI8zWwPB1Oy4RaDqyo_89FXY?authuser=0&hl=id&rclk=1","LITTLE PADANG RESTO CABANG DEMANG","4,5","(63)","·","Rp 25–50 rb","Restoran","·","Jl. Demang Lebar Daun No.5A","","Tutup","· Buka Sel pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPQa5bSOUKuFTUxnTSXdMhGuPDOU1KPdsKVOwC4S9Yxfs-1lNZX5FAQDXozedhQcN1PYOcbsdRYaLoUlPOf35XNNSyO3WKDzQmjqgzrpVo2x9n9ILfkWwmxv9l-j5zv6-qfusiXg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga bersaing dengan porsi lumayan dan rasa yang enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0aGZuMV94YhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=mJ74aeyQB4mcseMPq_rpiQs&ei=mJ74aeyQB4mcseMPq_rpiQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
