"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 6","AJB7ye","AJB7ye 2"
"https://www.google.com/maps/place/Kedai+kopi+jomo/data=!4m7!3m6!1s0x2e3b75f7b4ddc6e7:0x9c55ccc1e7a11685!8m2!3d-2.9837948!4d104.7567292!16s%2Fg%2F11rn7s2wc_!19sChIJ58bdtPd1Oy4RhRah58HMVZw?authuser=0&hl=id&rclk=1","Kedai kopi jomo","4,8","(28)","Kedai Kopi","·","Jl. Letkol Iskandar Jl. Sekolah","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAESew5SsBq-qomPF9RGIrB7ZD0rg1qxPvtfyrqIhr1xKr2yt1kWQR4cri0emqz43GSmqA3NgwYY0eUrtes01vOttsCXSUohJSGUhfgYm4cHFGsgEkBTUEjNVPBNmJ3Hl4VF4qB67w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan nya enak,tmpt nya bagus seperti dirumah sendiri ,""","","","","","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Toby%27s+Estate+Palembang+Indah+Mall/data=!4m7!3m6!1s0x2e3b77383ab1c38f:0x13a28fc75cda117b!8m2!3d-2.9847876!4d104.7542919!16s%2Fg%2F11tsjl3x4d!19sChIJj8OxOjh3Oy4RexHaXMePohM?authuser=0&hl=id&rclk=1","Toby's Estate Palembang Indah Mall","4,9","(1.506)","Kedai Kopi","·","Jl. Letkol Iskandar No.18","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL7JKw-JCCB7L0jk5wseYh3jgCerfSGkgrbjqhhMBs0-rlF2TBeBYRZ4Zue62aiDkc40pLiVkCu67H18_0VA2Vej6L7fRe2vxhEQ16dtEpnQHyXnpjlPLyrVz-ZR6D_xIU=w94-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, tempatnya cozy n aesthetic, service nya memuaskan""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0c2psM3g0ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/The+Forest+Cafe+%26+Resto+Palembang/data=!4m7!3m6!1s0x2e3b77c0f1f57f99:0x94ff5a9f95a44c21!8m2!3d-2.9478378!4d104.7656688!16s%2Fg%2F11lm172m8x!19sChIJmX_18cB3Oy4RIUyklZ9a_5Q?authuser=0&hl=id&rclk=1","The Forest Cafe & Resto Palembang","4,4","(2.023)","Restoran","·","Jl. Seduduk Putih No.mor 138","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFj90DKQrChBTKvceilnz3YtQsiYMQmb0zGQWxrON4GlpWTdRyazhXDsnwR3aZFXEA24uCI3uatQoGv0WASqw8kqVzV9OI8NwVTfx4LrlsJPd9xoJafe95hwEdJwlMmaPhZwqW-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nya nyaman, makanan enak dan relatif murah""","","","","","","·","$$"
"https://www.google.com/maps/place/NAKA+SIGNATURE/data=!4m7!3m6!1s0x2e3b7508da0f56a1:0x8b64644ca138db6d!8m2!3d-2.9862112!4d104.7381018!16s%2Fg%2F11wfmjh670!19sChIJoVYP2gh1Oy4Rbds4oUxkZIs?authuser=0&hl=id&rclk=1","NAKA SIGNATURE","4,7","(941)","Kafe","·","Jl. Riau No.6","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHSM9ewOrAe1GHEeIQ4_UKPiblKfMa3pvls8FvziUMqsTgv0cUoKK_3eWuE27PSkRlL23n-B5TiPKPKHYxPUIItczDqGINuYOcL0KrVJ3SL29iTj1vKnGntvlAVwLLQnlsXm9C0EZA2Q-Y=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga makanan standar dan cukup terjangkau, ambiance nya oke banget!""","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+Gemini/data=!4m7!3m6!1s0x2e3b760e65ac5ac9:0x2b1cb3083841b61f!8m2!3d-2.9819024!4d104.7615464!16s%2Fg%2F11fzw3y_kf!19sChIJyVqsZQ52Oy4RH7ZBOAizHCs?authuser=0&hl=id&rclk=1","Kedai Gemini","4,5","(100)","Restoran","·","2Q96+6JM, Jl. Semeru","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVdY_ekIBfvIvyER89k6UufVwcVtMS3WmKY7jv71TjCq55777_3wMRfP92XrnsE-88ecMp1iYjDtmhJmL4kAY3sFEM2dMJMalecyleHPzEzlyqIrxZrm2NPY8KgBERwPhwWo1y=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Chinese food, gurame asam manis, fuyunghai, pare kuah, rekomendasi.""","","","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/Kedai+kasih/data=!4m7!3m6!1s0x2e3b7700744fdc1f:0x46a568243b4efa0a!8m2!3d-2.984565!4d104.7608642!16s%2Fg%2F11y44v84j4!19sChIJH9xPdAB3Oy4RCvpOOyRopUY?authuser=0&hl=id&rclk=1","Kedai kasih","4,6","(74)","Indonesia","·","Jl. Kolonel Atmo No.754","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEbD80orCz-HfZ9bGO_CIr4qzbw1EISPY-OKyWz_0zBkvUrOeh5gSiYx8GzGK9UNmmdYeWowTM_lJB3Qs1bn5HZXZzwE-0g7NejysevYQVVhHW_7DsyRzLApXcuoNKam5j_6yeC=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""full daging
ceker ayam 6.8/10
udang rambutan 7.9/10 |""","","","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/Chatime+-+Dempo+Palembang/data=!4m7!3m6!1s0x2e3b773b5ab9611f:0xc46191069cdcb9dc!8m2!3d-2.980509!4d104.7635271!16s%2Fg%2F11nrvj15ys!19sChIJH2G5Wjt3Oy4R3LncnAaRYcQ?authuser=0&hl=id&rclk=1","Chatime - Dempo Palembang","4,9","(647)","Restoran","·","Jl. Lingkaran 1 No.793","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtWy-Euz-zNb4Co-WuSV6g3QCt2U2kSwvBRu8NSqzne4FP0AW5-4JyQ6ubhmR_ZR6te9WhY3MD3F3eKTwSiWxoeig3ZOisJq7A0yV5OAuYdcWyct_PLCKG16Gy-Dc9i2mB5Nu0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak promo, bisa nyantai sambil makan dan minum, mana enak pula""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFucnZqMTV5cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","",""
"https://www.google.com/maps/place/Koppi+Kitchen+Palembang/data=!4m7!3m6!1s0x2e3b751aae5686f7:0xef1cc30d9963d14c!8m2!3d-2.9925596!4d104.7514605!16s%2Fg%2F11p677_518!19sChIJ94ZWrhp1Oy4RTNFjmQ3DHO8?authuser=0&hl=id&rclk=1","Koppi Kitchen Palembang","4,6","(1.116)","Kedai Kopi","·","·","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-DBWZnEkslEX3vGoXqK122eJ2e8Ho84rI-LaCQMHhUFGswvRKZUkoNItD5r2hawPFvIe0aLaKJpIeKE0h6xweaPc-IxXo-3k-iWrrZtcx3wBg0IwcUHiiqskX3UIwTvUXIHliZw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan dan minuman disini harga nya berkualitas dan rasanya juga enak.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFwNjc3XzUxOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Joko No.54","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+318/data=!4m7!3m6!1s0x2e3b760cb66e9a25:0x4e71a8853ec6b33a!8m2!3d-2.9766521!4d104.7592719!16s%2Fg%2F11b76jsvsr!19sChIJJZputgx2Oy4ROrPGPoWocU4?authuser=0&hl=id&rclk=1","Kedai 318","4,6","(217)","China","·","·","Tutup","· Buka Rab pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSiS7F7wp8-ExdzswMEvuBAGRoPsEAyxKmwV8NUisvhAdokVYHLMhNYsK-mSwpX7vPj72BuMXFtrxzluoSERh2LJbFnbcQJof_2od7217z5QT6S3BJz9TE9bqoXUCTkgTj9aTl=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk pertama kali saya makan","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNzZqc3ZzchgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Menumbing No.175","·","Rp 50–75 rb"
"https://www.google.com/maps/place/KEDAI+GENDING/data=!4m7!3m6!1s0x2e3b777b19f68b85:0x1120a4004fe9bd8e!8m2!3d-2.973268!4d104.7599365!16s%2Fg%2F11qrvct929!19sChIJhYv2GXt3Oy4Rjr3pTwCkIBE?authuser=0&hl=id&rclk=1","KEDAI GENDING","4,8","(21)","Kedai Kopi","·","Jl. Mayor Ruslan No.1197","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEG74rJXmWAWGm2pD0_ocukyfVpM97-cRks9s-LuqJe1vqxNu2S5Lppae_2mqyk-pWpeXQWHKdpSj8C7bmd_fheYR7c11oC-xCT_DM2chcQsSIjK2dz5WKeClm2cjP5mKyB6DVr=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat Makan dan ada live musik nya""","","","","","","",""
"https://www.google.com/maps/place/Kedai+kopi+AWAL/data=!4m7!3m6!1s0x2e3b7721774f38a7:0xc6fc7acba665a19d!8m2!3d-2.9805149!4d104.7539309!16s%2Fg%2F11fvlkwqbx!19sChIJpzhPdyF3Oy4RnaFlpst6_MY?authuser=0&hl=id&rclk=1","Kedai kopi AWAL","5,0","(45)","Kafe","·","Jl. Letnan Jaimas No.741","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2J2c5NHDwAXICIpGdoPDs0XaJ5-kf-EF0HwhG-4q-szQnjCKh-WhwSqP_3iL14Y-LLQE21Fg8RpQH8cml1bbcQl5tSuo1Mlkdy-ysGeKIWKpjwZpxpKs-vC_pazOsOAKfoyl9mmE84I8=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Favorite kami di sini roti awal, es coklat dan lemon grass-nya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmdmxrd3FieBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+B217AN/data=!4m7!3m6!1s0x2e3b77c87f59a40f:0xc5f94cfa94902424!8m2!3d-2.9679891!4d104.7680356!16s%2Fg%2F11r8jsnn4m!19sChIJD6RZf8h3Oy4RJCSQlPpM-cU?authuser=0&hl=id&rclk=1","Kedai B217AN","4,6","(33)","Kedai Kopi","·","Jl. Bangau No.15b","Segera tutup","· 20.30 · Buka Sel pukul 07.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAExRWSDBK-8X_jwRbm0mKtVmx-QJUIQ7cxGmcQQXN1l8noXov_ZG3nFn1Xs037BaD8Nv0V5H0Rj5P6RjbghAXcHx4w3zbCHXXKQnKHlW0U_RhAYpL4-r6tRj38iq9BZltqnyNe-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak yg mesen d shope food""","","","","","","",""
"https://www.google.com/maps/place/Kedai+Kopi+7+Kambang+Iwak/data=!4m7!3m6!1s0x2e3b751968711161:0x4dd54c9218da8d92!8m2!3d-2.9901792!4d104.7449053!16s%2Fg%2F11kbp4n172!19sChIJYRFxaBl1Oy4Rko3aGJJM1U0?authuser=0&hl=id&rclk=1","Kedai Kopi 7 Kambang Iwak","4,4","(875)","Kedai Kopi","·","Jl. Indra No.17","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLXZcvBOntsrz_8_9HIxjJdd9aY88ZFOAGrod8hGZpgM3VTWY7U2vYkroIXDqmxztS9kPULOsyDj89WKLJQuYi9Ag8inU2zRd0ET-_E-8yBc0veN4P97W3SA5iOuuTeYROj-1XYA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya luas, makanannya enak, harga masih reasonable""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrYnA0bjE3MhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 50–75 rb"
"https://www.google.com/maps/place/Harum+Sari+%28Kopi+Bo+Eng%29/data=!4m7!3m6!1s0x2e3b760beaba8d2d:0x81beb90ef00fab2d!8m2!3d-2.9799871!4d104.7565468!16s%2Fg%2F11c0rnpnbf!19sChIJLY266gt2Oy4RLasP8A65voE?authuser=0&hl=id&rclk=1","Harum Sari (Kopi Bo Eng)","4,7","(457)","Kedai Kopi","·","·","Tutup","· Buka Sel pukul 05.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGUXwNHTKKonQYqszIeKrJ_p3B9aaP52S-B6QSDfG0CRfSZj1srumG52c1TP-0M514nWlpobwh8NY9k81CkIxxQgIDp7vzKQYMqUGUaomtwn3m-tHHhK53UDQRVSJAgL6Glb8y9Ug=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat makan legend di kota","","","","","Jl. Kolonel Atmo No.9","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+178/data=!4m7!3m6!1s0x2e3b760c2a2ad785:0xb2c8f7ab15625498!8m2!3d-2.9809024!4d104.7614036!16s%2Fg%2F11c6057wb9!19sChIJhdcqKgx2Oy4RmFRiFav3yLI?authuser=0&hl=id&rclk=1","Kedai 178","4,6","(88)","Brunch","·","·","Tutup","· Buka Sel pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSiys6UeDPpluJRBMBcfvIUkHRjFHCxq8JijHQSlictsjRXNa9C830spN0iS3QQabx3ye06MExU76ud0YCN-BxnfbPAWVK5dfQa-byi8otCAivhvF-MMnqXxHU53FmIS01jwXSUg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""murah & enak
banyak pilihan makanannya""","","","","","Jl. Dempo Luar No.706","·","Rp 1–25.000"
"https://www.google.com/maps/place/WARKOP+AGAM+RADIAL+PALEMBANG+SPESIAL+BANGLADESH+ASLI+MEDAN/data=!4m7!3m6!1s0x2e3b75a0fc76855f:0x9acc9852f388a840!8m2!3d-2.9815132!4d104.7479352!16s%2Fg%2F11v3_vg54l!19sChIJX4V2_KB1Oy4RQKiI81KYzJo?authuser=0&hl=id&rclk=1","WARKOP AGAM RADIAL PALEMBANG SPESIAL BANGLADESH ASLI MEDAN","4,9","(5.828)","Kedai Kopi","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFw-hHmnvyihp_q0cnSbsVYm32ATVQsbWtD-42Pv5WszGCe21PpV1J_IvKH-amRXs_p1WuI2lR0Q7AxetBC0bL_flCJFy13vWV6HfIQpM0Y1PndjN142LKfWajIfSN1SVtEB8uWcw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, harga terjangkau dan ada live musik yg asik""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2M192ZzU0bBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Didepan hotel santika radial, Jl. Radial No.36","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Jus+Atun+%28DEMPO%29+Palembang/data=!4m7!3m6!1s0x2e3b770073b46927:0xfe61a67a250f38!8m2!3d-2.9812916!4d104.7625978!16s%2Fg%2F11vrr7g_4_!19sChIJJ2m0cwB3Oy4ROA8leqZh_gA?authuser=0&hl=id&rclk=1","Jus Atun (DEMPO) Palembang","4,8","(371)","Jus","·","Jl. Dempo Luar No.386","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIMBqShJLpTMndPUSCrcpklxSeY0UiY0Sex1draVBeJJ_YoFisGcfLiGbgo0f82tepam8Pbn6oZsfugL4Qh7d1Ii_6sideExZ5-g4Xp8txot2YAXlIKmApUpUmCSZNNF3O=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jusnya enak, segar dan harga murah meriah recomend  yuk di coba""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cnI3Z180XxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 1–25.000"
"https://www.google.com/maps/place/Kedai+Kopi+%26+Mie+Sapi+Ladhidh+17/data=!4m7!3m6!1s0x2e3b7750464d5279:0x51c68bcb28b46565!8m2!3d-2.9755474!4d104.7655766!16s%2Fg%2F11h4gq7p2y!19sChIJeVJNRlB3Oy4RZWW0KMuLxlE?authuser=0&hl=id&rclk=1","Kedai Kopi & Mie Sapi Ladhidh 17","4,7","(52)","Kedai Kopi","·","Jl. Veteran No.932","Tutup","· Buka Sel pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsXZAtR-MVCfsyJOs3rtOAN0GBlmrl5MZrIQ0V7xrRYu-WBy5VyLFjkdZxh-L0lb0lQ8mRVd8PGllQvVTwLQMqbg5pJ-8wwxMHlJytJ0UsKYGb4dgedfW-EV4_jWxARJLCHesU=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mie nya unik, kopi nya wangi, harga oke""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNGdxN3AyeRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Kedai+Veteran+Street/data=!4m7!3m6!1s0x2e3b77fd72659105:0x556720e7b1ba645d!8m2!3d-2.9758007!4d104.7703708!16s%2Fg%2F11s75d3v8r!19sChIJBZFlcv13Oy4RXWS6secgZ1U?authuser=0&hl=id&rclk=1","Kedai Veteran Street","4,9","(22)","Sesuai untuk keluarga","·","2QFC+M4H, Jl. Veteran","Tutup","· Buka Sel pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2mzAijia8_Z91n9Pd_q7-AdkxN6hO0HhLmnWuyBPEOvqpLVwHmk7gI3zVUGSZXH27FH3OsCnLb5c8gxsvHnDVA8ZFDneKZC5RS-pmV8erSyw6rMnBaKsf7M7EWlDBJdib9tQL0g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yang nyaman utk makan dan minum.. Harga sangat terjangkau""","","","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/POINT+COFFEE+JENDRAL+SUDIRMAN+3+PALEMBANG/data=!4m7!3m6!1s0x2e3b7722d3f35847:0x8b0cb8914ba7b9ec!8m2!3d-2.9848682!4d104.7591556!16s%2Fg%2F11h58cj60j!19sChIJR1jz0yJ3Oy4R7LmnS5G4DIs?authuser=0&hl=id&rclk=1","POINT COFFEE JENDRAL SUDIRMAN 3 PALEMBANG","4,6","(192)","Kedai Kopi","·","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGVn8O_rW6PQBkElkOClMZPvHabORWetW5MpHwixjmiV4SpHxkLxOsrJlLm8HoDD-2DNpPzYyWjwGf7U_vfuRketCg5cPt8OmHwgE6ahjdT4qbhUMhzWmkxQGrrknLKBADeTDgz=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopi berkualitas dgn harga yg murah.. top!""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNThjajYwahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=Rpz4adP6G8ncseMP_4byoAk&ei=Rpz4adP6G8ncseMP_4byoAk&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","Rp 25–50 rb"
"https://www.google.com/maps/place/Nagara+Cafe+%26+Eatery/data=!4m7!3m6!1s0x2e3b75e8df25373f:0x6a470fedae9e6b82!8m2!3d-2.9878986!4d104.742745!16s%2Fg%2F11w7gd09tz!19sChIJPzcl3-h1Oy4Rgmueru0PR2o?authuser=0&hl=id&rclk=1","Nagara Cafe & Eatery","4,8","(2.929)","Kafe","·","Jl. Telaga","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDuf7kS8FhKnL_ygLp11-XEpURVuRUqBRLQQUKPG4RbgBCeZm9qrPAX1uj2RoRF8_vFOUcE2Kj0MWEtpzZxVHiSi9qCARsCCMl2xAtPV1afiTZ3IzsamAgqg5N3n5uOzuV3p_A8DnbPGH5=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya juga enak dan harganya masih terjangkau 👍🏻""","","","","","","·","Rp 25–50 rb"