"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","doJOZc","W4Efsd 5","W4Efsd 6"
"https://www.google.com/maps/place/Sambal+Lalap+Setiabudhi/data=!4m7!3m6!1s0x2e68e786550120db:0x6d93e5ed4eb1a810!8m2!3d-6.8716071!4d107.5942691!16s%2Fg%2F11gx_whby1!19sChIJ2yABVYbnaC4REKixTu3lk20?authuser=0&hl=id&rclk=1","Sambal Lalap Setiabudhi","4,3","(558)","·","Rp 25–50 rb","Ayam","·","Jl. Dr. Setiabudi Jalan Hegarmanah No.172","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHuT58FahPjqFxtuQbZr9qWcV8pcNBmB-DOZYQhbKTOgHtZW5cnLR_yRo6GPybAKg4slLxOdC3Q2NmZ34AdV96y5G1EHgQHbX76rR28s9HNyBXEnOW9jzycXe5_v2JFUNMvvWhD=w194-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""enak murah bersih adem, gratis es teh manis jumbo jika makan di tempat,""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFneF93aGJ5MRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XKf4ad6DAveXseMPocyGuQ8&ei=XKf4ad6DAveXseMPocyGuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Buka Sel pukul 10.00"
"https://www.google.com/maps/place/Yoshinoya+Setiabudhi/data=!4m7!3m6!1s0x2e68e7c330e31601:0xf84ab5bd8ddd0ecc!8m2!3d-6.8804448!4d107.5986731!16s%2Fg%2F11h4h3283q!19sChIJARbjMMPnaC4RzA7djb21Svg?authuser=0&hl=id&rclk=1","Yoshinoya Setiabudhi","4,3","(677)","·","Rp 50–75 rb","Makanan Siap Saji","·","Jl. Dr. Setiabudi No.49, RW.01","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGidO7QRm_hfU6AZAJaiOQpBzaL_LbT_7tHySQb83FiUW5yYBX06105rq4Br9zkqHUcGomkt2QnCaL3FLyWWH90nBxtEJuKmyKTVgpbwA1SSGdrEhs5bs_pCWwV1yRMjM4nMoc0=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tapi makanannya enak,","cepat saji",", bersih dan ramah pelayannya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoNGgzMjgzcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XKf4ad6DAveXseMPocyGuQ8&ei=XKf4ad6DAveXseMPocyGuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Buka Sel pukul 10.00"
"https://www.google.com/maps/place/Super+Enjoy+Bandung/data=!4m7!3m6!1s0x2e68e694361b583b:0x7472c4aa628c3cce!8m2!3d-6.8701419!4d107.593356!16s%2Fg%2F11b5zx6r9n!19sChIJO1gbNpTmaC4RzjyMYqrEcnQ?authuser=0&hl=id&rclk=1","Super Enjoy Bandung","4,5","(1.340)","·","Rp 1–25.000","Mi","·","·","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFpRj2cvgD4WhKd3i9hcYP4NyU38wzDfN-O1fmDdAbhnEcshs6dshjwF9KlEYiDIprLC14SdnxbyMyooueOVKv7nel-g7ZJQ1mLKcmztkT7nSrmYXyG5Z0jKHnXSRwipw1nviF_5w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","enak, menu beragam, buat nongki santai sendirian paling mantep.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNXp4NnI5bhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XKf4ad6DAveXseMPocyGuQ8&ei=XKf4ad6DAveXseMPocyGuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Dr. Setiabudi No.139A",""
"https://www.google.com/maps/place/Dimsum+Bos+Setiabudi/data=!4m7!3m6!1s0x2e68e7000813599b:0xf1323ce58a2e99dc!8m2!3d-6.8692417!4d107.5936778!16s%2Fg%2F11w9q0rfs_!19sChIJm1kTCADnaC4R3JkuiuU8MvE?authuser=0&hl=id&rclk=1","Dimsum Bos Setiabudi","5,0","(1.000)","·","Rp 25–50 rb","China","·","Jl. Dr. Setiabudi No.186","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEU3ioHzTFtgSGxltKfNxmP87r-lJkxECtS6RPt9f33kpZ4mtzxOKBC4iqs2QSv2ddOt5egXWuqmSn7oE77iggPvpNWXzKjqkKCpe4jc9X1nw3Mc4BoPCWHG4I8U_SauaCBR-5DJqoC11ty=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya terbuka dan bersih, dimsumnya enak dan segerr!""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3OXEwcmZzXxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XKf4ad6DAveXseMPocyGuQ8&ei=XKf4ad6DAveXseMPocyGuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· 22.00 · Buka Sel pukul 10.00"
"https://www.google.com/maps/place/Subway+Setiabudi+One/data=!4m7!3m6!1s0x2e69f58228ccfc45:0x122ea2ad6018063e!8m2!3d-6.2155828!4d106.8300323!16s%2Fg%2F11rdn0_1fg!19sChIJRfzMKIL1aS4RPgYYYK2iLhI?authuser=0&hl=id&rclk=1","Subway Setiabudi One","4,4","(713)","·","Rp 50–75 rb","Sandwich","·","Setiabudi One, Jl. H. R. Rasuna Said Ground Floor - B102, RT.18/RW.2","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHNuQBrJrn7t4reQIMZgM-9_Qme30pCfERrRgCvImBcsMLcI2YXiqw3ArDTdXaKXIuCXGbyoZGpiDJRgn2hRiVzn4XXwjHIPL5WV3s9bMDWr5W9b24MdRwVcsEaDQrn2wgkxMqJ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak tempatnya, roti + sayuran + daging nya juga fresh fresh .. Mantulll""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyZG4wXzFmZxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XKf4ad6DAveXseMPocyGuQ8&ei=XKf4ad6DAveXseMPocyGuQ8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jaringan kedai buat sandwich sendiri","· Buka Sel pukul 09.00"
"https://www.google.com/maps/place/IKI+Bento+Setiabudi/data=!4m7!3m6!1s0x2e69f5ec3ef426d5:0x7765ecbe20af2c4f!8m2!3d-6.2097598!4d106.8267996!16s%2Fg%2F11rgn10kfh!19sChIJ1Sb0Puz1aS4RTyyvIL7sZXc?authuser=0&hl=id&rclk=1","IKI Bento Setiabudi","1,8","(29)","","","Makanan Siap Saji","·","Jl. Taman Setia Budi II No.43, RT.1/RW.2","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHLjoYQiC7JVadF7dQfIfAesMn6uvIX_d3lmYpA9HeQb8c8RN3c_iFtRl4ElgD9IcttHfR6cAGMBy0skUYJPVbiridmKBazkk_JKXevHXDCpww1BAPaTvnqT-rKL4D_yHo9EQM=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","nya enak pelayanan nya juga baik dan pada ramah.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFyZ24xMGtmaBgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=XKf4ad6DAveXseMPocyGuQ8&ei=XKf4ad6DAveXseMPocyGuQ8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Tutup pukul 23.00"
"https://www.google.com/maps/place/Kiosk+Foodmarket/data=!4m7!3m6!1s0x2e68e6f480aa0bbb:0xd900ac55c2c499ca!8m2!3d-6.882479!4d107.6009399!16s%2Fg%2F1tlx8p2v!19sChIJuwuqgPTmaC4RypnEwlWsANk?authuser=0&hl=id&rclk=1","Kiosk Foodmarket","4,3","(854)","·","Rp 25–50 rb","Restoran","·","Jl. Dr. Setiabudi No.46","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHIghWU1QSCtq0TwaQxm5FZIgiMyFK74wl5jtJQoIo04TSV-MtNKAQkEESL2R-i6nfpKOOfvR_QKtuHM_NJ7T5CLEXSVPbbj_y_QkaN8uF7lVSIqt_d8ST6jgUF9n03nENSa9o=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya biasa aja, minumannya lama banget.. tempatnya sih enak""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRseDhwMnYYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZKf4aeiJFKrgseMP34XAWQ&ei=ZKf4aeiJFKrgseMP34XAWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Pusat jajanan tradisional Bandung","· Buka Sel pukul 09.00"
"https://www.google.com/maps/place/d%27BestO+Chicken+%26+Burger/data=!4m7!3m6!1s0x2e69f406e4db428f:0x20ad669d21a1929d!8m2!3d-6.2139186!4d106.826908!16s%2Fg%2F11c2kgkkkt!19sChIJj0Lb5Ab0aS4RnZKhIZ1mrSA?authuser=0&hl=id&rclk=1","d'BestO Chicken & Burger","4,3","(394)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka 24 jam","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIobR-H0hrjciGiMISJ9pBpRYSLh4rVBEUCveROlvgdenfeh4DAlzQg7AUTuVA9IEF-8MuE5rcJ44ww9uccdUzMsKq5NX6-AA-IDmH2ha8J7jIwtq-utyP_paARYvy6IjwbDr6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam nya enak garing banget toko nya juga bersih pelayanannya juga  bagus""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMmtna2trdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZKf4aeiJFKrgseMP34XAWQ&ei=ZKf4aeiJFKrgseMP34XAWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Karbela Timur, RT.2/RW.5",""
"https://www.google.com/maps/place/Spesial+Soto+Boyolali+%28SSB%29+Hj.+Hesti+Widodo,+Setiabudi/data=!4m7!3m6!1s0x2e68e7f33178fe51:0x7e87a7dd39658374!8m2!3d-6.8722225!4d107.5947161!16s%2Fg%2F11qg4t25sb!19sChIJUf54MfPnaC4RdINlOd2nh34?authuser=0&hl=id&rclk=1","Spesial Soto Boyolali (SSB) Hj. Hesti Widodo, Setiabudi","4,5","(792)","·","Rp 25–50 rb","Soto","·","Jl. Dr. Setiabudi No.170F","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzJ97sEmgu33kOJLMVi-K5lSWkUANaSMaOp6iuYpYEfmWpy_eB_X0otTYxNoyr3UZsy5xvqu3C_xc6ItQ7uaCDK4kB99q-xzpUe3Deyg8FBsehsJopWTGaDegfJP7ghp1Mf1UGmQp2WLS0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Makanan","enak dan murah, gorengannya terbaik, soto ayam dan sapinya enakk""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFxZzR0MjVzYhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZKf4aeiJFKrgseMP34XAWQ&ei=ZKf4aeiJFKrgseMP34XAWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Buka Sel pukul 06.00"
"https://www.google.com/maps/place/HokBen+Setiabudi+One/data=!4m7!3m6!1s0x2e69f4080ec94e1b:0xed4ab7ceb9fbb50b!8m2!3d-6.2156554!4d106.8300599!16s%2Fg%2F1td8gqm4!19sChIJG07JDgj0aS4RC7X7uc63Su0?authuser=0&hl=id&rclk=1","HokBen Setiabudi One","4,5","(1.652)","·","Rp 25–50 rb","Jepang","·","Setiabudi One, Kuningan, Jl. H. R. Rasuna Said Lt.1 Unit B, RT.18/RW.2","Tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGAhxb6pYHnxN_-yRx1s4HkpLFik6U5qxIYP22jKsLsdRjIB-Q47ig6HSW6pXD0whRr3kxYsTdBGg1_5NH0Zq0l3FAPfkoykscypFaeh2tf_r11VcxAkoh0sLQcVoswLxJVV2tSRg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya nyaman dan makanannya bersih sesuai ekspektasi""","","","https://www.google.com/searchviewer/42?cvd=CLw_EiUKI-ICIDIeEhciFdLX29IPDwoLL2cvMXRkOGdxbTQYAToDCPAN&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZKf4aeiJFKrgseMP34XAWQ&ei=ZKf4aeiJFKrgseMP34XAWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· Buka Sel pukul 10.00"
"https://www.google.com/maps/place/Restoran+Sederhana+Setiabudi+Bandung/data=!4m7!3m6!1s0x2e68e6f4627751d5:0x254f481e3b3bee1f!8m2!3d-6.8797083!4d107.5982134!16s%2Fg%2F11ddx50sxs!19sChIJ1VF3YvTmaC4RH-47Ox5ITyU?authuser=0&hl=id&rclk=1","Restoran Sederhana Setiabudi Bandung","4,5","(1.393)","·","Rp 25–50 rb","Padang","·","Jl. Dr. Setiabudi No.55","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGl1nhWLuLP50NoBhsecLI1K57MJtHfwbfOSPkJbKloh1Y9yDRcTwftwQ1-soFN-AqO8Y4Yyme6zMaAruta97y4WdtFpg_vJJ74hWUopx8zwA0cRF0OzvDAV2ejCHQnSbl9FC72=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak semuaa, wajib kesini pokoknya kalau ke bandung 👍🏻""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkZHg1MHN4cxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZKf4aeiJFKrgseMP34XAWQ&ei=ZKf4aeiJFKrgseMP34XAWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· 21.30 · Buka Sel pukul 08.00"
"https://www.google.com/maps/place/Big+Bento/data=!4m7!3m6!1s0x2e69f5e2aed1a2f3:0x3117ef6082978d9f!8m2!3d-6.2128926!4d106.8291916!16s%2Fg%2F11p7816w1_!19sChIJ86LRruL1aS4Rn42XgmDvFzE?authuser=0&hl=id&rclk=1","Big Bento","4,9","(9)","·","Rp 25–50 rb","Makanan Siap Saji","·","Wisma Bakrie, Jl. Setiabudi Selatan Raya, RT.5/RW.5","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFQ_zuuwHcyNYRTPdvAqYCATN5jdl9Qu1K3FxTEVoJeS-7wS6DxIw9Bxpo5wBDRyXIJmt_8EHzu72NoIcaO_yESang-XwmKD3IxyS2WSeqF-GF7MyCR_Ynvlb-I5atd82lp-ny3=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bento versi kaki lima dengan rasa yg enak dan harga murah...""","","","","","","","","· 22.00 · Buka Sel pukul 10.00"
"https://www.google.com/maps/place/Pecel+Lele+Oma,+Setiabudi/data=!4m7!3m6!1s0x2e69f567b941bbc7:0xa0cd72be698af95a!8m2!3d-6.209382!4d106.8268894!16s%2Fg%2F11n3lyw3l5!19sChIJx7tBuWf1aS4RWvmKab5yzaA?authuser=0&hl=id&rclk=1","Pecel Lele Oma, Setiabudi","4,8","(58)","·","Rp 25–50 rb","Restoran","·","Jl. Setia Budi Tengah No.6, RT.1/RW.1","Segera tutup","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGEihfwSSW7JJzPDHZomQouASkC6hLc5R5oS1mr99IeIRjQxequrCXAMP_P3vZzwcyi7GbciSmqsOyulUunei0Y0PWL8YG41wFnS5bVfmKg0d3wsFKOP6UekPIVOfZzViqW28HK0c-YJpM=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak banget, sambelnya bisa ambil sepuasnya dan semuanya enak.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuM2x5dzNsNRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZKf4aeiJFKrgseMP34XAWQ&ei=ZKf4aeiJFKrgseMP34XAWQ&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","· 21.30 · Buka Sel pukul 11.45"
"https://www.google.com/maps/place/Pizza+Hut+Restoran/data=!4m7!3m6!1s0x2e68e77190ca175d:0xd437ce8fdce8a541!8m2!3d-6.8750713!4d107.5962093!16s%2Fg%2F11h1g31cqy!19sChIJXRfKkHHnaC4RQaXo3I_ON9Q?authuser=0&hl=id&rclk=1","Pizza Hut Restoran","4,7","(5.073)","·","$$","Pizza","·","·","Buka","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrUpGZzESAF3486QrRlVY7IwwroHSbOv9npSkKNBXwaozjZFM907Utj7dGq2dgTE1Yo7je7PotAimHmM-P0TxHEPGXwzS8vpKRsJMQlP9X0YJdpnEbZ2CZ_DO72as3Y3XHYzPzAA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu baru nya cheesy melty crispy nya enak sekaliiii nambah terussss""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFoMWczMWNxeRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=ZKf4aeiJFKrgseMP34XAWQ&ei=ZKf4aeiJFKrgseMP34XAWQ&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","Jl. Dr. Setiabudi No.87","· Tutup pukul 23.00"
